chr,pos,cm,increment_cm
18,68717304,95.998348,0.237906
18,68811663,96.200704,0.202356
18,68814254,96.27231,0.071606
18,68838711,96.338818,0.066508
18,69038591,96.422637,0.083819
18,69040579,96.489641,0.067004
18,69133152,96.568839,0.079198
18,69134205,96.612372,0.043533
18,69220888,96.637564,0.025192
18,69309900,96.824564,0.187
18,69312543,96.946892,0.122328
18,69335299,96.979885,0.032993
18,69337998,97.05236,0.072475
18,69362197,97.087002,0.034642
18,69363891,97.216215,0.129213
18,69382327,97.264152,0.047937
18,69386771,97.394215,0.130063
18,69619376,97.543448,0.149233
18,69622633,97.621584,0.078136
18,69665366,97.700023,0.078439
18,69892689,97.800686,0.100663
18,69901686,97.921643,0.120957
18,69967686,98.01531,0.093667
18,69971811,98.101223,0.085913
18,70017032,98.12602,0.024797
18,70018877,98.207641,0.081621
18,70094707,98.289459,0.081818
18,70099192,98.421102,0.131643
18,70186003,98.506912,0.08581
18,70195735,98.576135,0.069223
18,70296849,98.617954,0.041819
18,70320365,98.783016,0.165062
18,70490016,98.977044,0.194028
18,70497258,99.041514,0.06447
18,70500098,99.223737,0.182223
18,70531818,99.254091,0.030354
18,70546470,99.369008,0.114917
18,70659943,99.428626,0.059618
18,70661548,99.538861,0.110235
18,70690720,99.586154,0.047293
18,70693997,99.663205,0.077051
18,70717286,99.691226,0.028021
18,70722986,99.926017,0.234791
18,70938279,100.075608,0.149591
18,70945484,100.162609,0.087001
18,71037536,100.407922,0.245313
18,71043046,100.555361,0.147439
18,71083460,100.640114,0.084753
18,71086147,100.70815,0.068036
18,71227366,100.825368,0.117218
18,71231385,100.898516,0.073148
18,71244692,100.920934,0.022418
18,71248521,101.050823,0.129889
18,71368894,101.197079,0.146256
18,71372913,101.289581,0.092502
18,71390678,101.310619,0.021038
18,71392171,101.36742,0.056801
18,71417855,101.392068,0.024648
18,71438875,101.613032,0.220964
18,71476353,101.679708,0.066676
18,71478851,101.780751,0.101043
18,71491516,101.923168,0.142417
18,71494718,102.078807,0.155639
18,71501992,102.113617,0.03481
18,71503821,102.270095,0.156478
18,71517597,102.299855,0.02976
18,71519342,102.375697,0.075842
18,71551663,102.405082,0.029385
18,71566083,102.546546,0.141464
18,71591196,102.568161,0.021615
18,71597105,102.694652,0.126491
18,71637416,102.722316,0.027664
18,71642541,102.9225,0.200184
18,71653851,103.021983,0.099483
18,71655587,103.108552,0.086569
18,71858244,103.215913,0.107361
18,71891152,103.325174,0.109261
18,71893201,103.45915,0.133976
18,71904385,103.579268,0.120118
18,72031142,103.659589,0.080321
18,72076567,103.808683,0.149094
18,72079120,103.965877,0.157194
18,72122611,104.127483,0.161606
18,72126731,104.226333,0.09885
18,72184237,104.262145,0.035812
18,72185688,104.321805,0.05966
18,72219972,104.381223,0.059418
18,72235432,104.501009,0.119786
18,72238049,104.641363,0.140354
18,72247225,104.701454,0.060091
18,72738728,104.88669,0.185236
18,72799796,105.020154,0.133464
18,72802952,105.108469,0.088315
18,72867128,105.344708,0.236239
18,72872527,105.521035,0.176327
18,72917817,105.564418,0.043383
18,72926042,105.708316,0.143898
18,72933187,105.711978,0.003662
18,72938186,105.8818,0.169822
18,72981759,105.917509,0.035709
18,72984262,105.980744,0.063235
18,73078875,106.107106,0.126362
18,73120936,106.268529,0.161423
18,73375475,106.461852,0.193323
18,73386480,106.582733,0.120881
18,73479440,106.619947,0.037214
18,73482636,106.693945,0.073998
18,73518241,106.743524,0.049579
18,73527636,106.926443,0.182919
18,73557939,106.944205,0.017762
18,73567438,107.091756,0.147551
18,73611909,107.106856,0.0151
18,73613302,107.177955,0.071099
18,73693538,107.222769,0.044814
18,73695056,107.294991,0.072222
18,73897594,107.528227,0.233236
18,73904358,107.710896,0.182669
18,74028404,107.756069,0.045173
18,74030710,107.893786,0.137717
18,74061486,107.924406,0.03062
18,74081272,108.228751,0.304345
18,74091718,108.242077,0.013326
18,74101111,108.397911,0.155834
18,74202656,108.460576,0.062665
18,74229390,108.591426,0.13085
18,74233224,108.701056,0.10963
18,74277674,108.790171,0.089115
18,74289990,108.911794,0.121623
18,74292124,109.011502,0.099708
18,74300358,109.028343,0.016841
18,74305179,109.167186,0.138843
18,74330672,109.271897,0.104711
18,74339231,109.380058,0.108161
18,74433174,109.551214,0.171156
18,74453418,109.641875,0.090661
18,74461578,109.782495,0.14062
18,74465936,109.993373,0.210878
18,74474843,110.064829,0.071456
18,74703179,110.172152,0.107323
18,74803084,110.524186,0.352034
18,74816958,110.749647,0.225461
18,74845353,110.918324,0.168677
18,74925816,111.074519,0.156195
18,74937997,111.179433,0.104914
18,75030963,111.314703,0.13527
18,75032972,111.388273,0.07357
18,75052139,111.403348,0.015075
18,75055781,111.484279,0.080931
18,75086187,111.554754,0.070475
18,75091318,111.71454,0.159786
18,75109503,111.742834,0.028294
18,75118412,112.007173,0.264339
18,75216579,112.170017,0.162844
18,75220303,112.276801,0.106784
18,75234568,112.32137,0.044569
18,75244044,112.448356,0.126986
18,75377547,112.572253,0.123897
18,75389518,112.758785,0.186532
18,75462026,112.822086,0.063301
18,75475146,112.982812,0.160726
18,75569670,113.043277,0.060465
18,75594000,113.241794,0.198517
18,75643985,113.388152,0.146358
18,75780436,113.516428,0.128276
18,75785064,113.665506,0.149078
18,75829588,113.710912,0.045406
18,75844963,113.897222,0.18631
18,75884860,113.950665,0.053443
18,75888482,114.010057,0.059392
18,75975253,114.085383,0.075326
18,75977921,114.224067,0.138684
18,76005598,114.268758,0.044691
18,76008308,114.41904,0.150282
18,76043913,114.44644,0.0274
18,76066845,114.592141,0.145701
18,76148723,114.727802,0.135661
18,76153361,114.805221,0.077419
18,76230985,114.921236,0.116015
18,76234062,115.067339,0.146103
18,76293322,115.127717,0.060378
18,76296552,115.2367,0.108983
18,76430139,115.378294,0.141594
18,76435049,115.468297,0.090003
18,76483389,115.568763,0.100466
18,76497972,115.655718,0.086955
18,76507259,115.782978,0.12726
18,76526980,115.798199,0.015221
18,76535996,115.885596,0.087397
18,76606906,115.930823,0.045227
18,76708276,116.130021,0.199198
18,76756673,116.155185,0.025164
18,76763842,116.255546,0.100361
18,77147472,116.345496,0.08995
18,77154670,116.542472,0.196976
18,77173979,116.7215,0.179028
18,77276440,116.795592,0.074092
18,77300550,116.970405,0.174813
18,77352500,117.030839,0.060434
18,77364287,117.214204,0.183365
18,77539764,117.320641,0.106437
18,77551738,117.506119,0.185478
18,77583797,117.567563,0.061444
18,78015180,117.708923,0.14136
19,253938,0,0
19,277776,0.01342,0.01342
19,301619,0.170678,0.157258
19,367313,0.242598,0.07192
19,376382,0.398577,0.155979
19,422238,0.743657,0.34508
19,482984,0.870837,0.12718
19,544140,1.16814,0.297303
19,572317,1.439315,0.271175
19,593889,1.506693,0.067378
19,614967,1.748649,0.241956
19,756985,2.284339,0.53569
19,797079,2.811025,0.526686
19,830854,2.937843,0.126818
19,865818,3.184275,0.246432
19,890844,3.19723,0.012955
19,931523,3.455241,0.258011
19,1041164,3.746457,0.291216
19,1090803,3.802345,0.055888
19,1095151,3.906352,0.104007
19,1183851,4.044832,0.13848
19,1200713,4.250683,0.205851
19,1238899,4.27725,0.026567
19,1263299,4.487985,0.210735
19,1283615,4.546241,0.058256
19,1310872,4.770415,0.224174
19,1339058,4.867541,0.097126
19,1348164,5.036056,0.168515
19,1457875,5.134777,0.098721
19,1505874,5.274332,0.139555
19,1562643,5.719746,0.445414
19,1658998,5.798281,0.078535
19,1675517,5.960134,0.161853
19,1712898,6.118982,0.158848
19,1780574,6.679633,0.560651
19,1807018,6.798873,0.11924
19,1920712,6.877248,0.078375
19,1924653,6.96719,0.089942
19,1997729,7.0251,0.05791
19,2014037,7.243742,0.218642
19,2028985,7.344093,0.100351
19,2097832,7.487685,0.143592
19,2099820,7.627175,0.13949
19,2249477,7.674647,0.047472
19,2255311,7.801539,0.126892
19,2369415,8.02708,0.225541
19,2461805,8.103753,0.076673
19,2498447,8.261302,0.157549
19,2514360,8.443337,0.182035
19,2534518,8.468408,0.025071
19,2557610,8.738133,0.269725
19,2601811,8.853784,0.115651
19,2619143,9.000284,0.1465
19,2630531,9.005888,0.005604
19,2637787,9.107037,0.101149
19,2719367,9.196168,0.089131
19,2728577,9.281175,0.085007
19,2821030,9.316521,0.035346
19,2823269,9.454347,0.137826
19,2868271,9.485916,0.031569
19,2884516,9.644314,0.158398
19,2923263,9.661609,0.017295
19,2996889,10.168835,0.507226
19,3015481,10.218295,0.04946
19,3020691,10.327929,0.109634
19,3084944,10.708736,0.380807
19,3093163,10.824148,0.115412
19,3126332,10.848843,0.024695
19,3136692,10.974447,0.125604
19,3175970,11.106165,0.131718
19,3180770,11.249892,0.143727
19,3261995,11.354901,0.105009
19,3299482,11.525784,0.170883
19,3305950,11.624715,0.098931
19,3318510,11.648113,0.023398
19,3328734,11.79197,0.143857
19,3374120,11.892738,0.100768
19,3382274,11.989554,0.096816
19,3470862,12.220526,0.230972
19,3548313,12.288092,0.067566
19,3563981,12.372793,0.084701
19,3582479,12.668167,0.295374
19,3611972,12.77503,0.106863
19,3699745,12.83529,0.06026
19,3728609,13.075443,0.240153
19,3774307,13.154458,0.079015
19,3806837,13.301557,0.147099
19,3814392,13.498701,0.197144
19,3884722,13.529884,0.031183
19,3903004,13.6308,0.100916
19,3910933,13.805172,0.174372
19,3976321,14.017133,0.211961
19,4069426,14.05953,0.042397
19,4086807,14.165327,0.105797
19,4156216,14.266676,0.101349
19,4159873,14.351533,0.084857
19,4191051,14.385207,0.033674
19,4196822,14.498821,0.113614
19,4280186,14.583122,0.084301
19,4312103,14.818895,0.235773
19,4347169,14.84599,0.027095
19,4352959,15.004658,0.158668
19,4456187,15.014806,0.010148
19,4471797,15.102775,0.087969
19,4509059,15.124867,0.022092
19,4548015,15.379877,0.25501
19,4555979,15.522625,0.142748
19,4647231,15.718942,0.196317
19,4735663,15.805375,0.086433
19,4742465,15.984155,0.17878
19,4837557,16.103257,0.119102
19,4844152,16.180237,0.07698
19,4879939,16.242857,0.06262
19,4890914,16.381435,0.138578
19,4921893,16.567641,0.186206
19,4949437,16.627576,0.059935
19,5190988,16.728417,0.100841
19,5194778,16.816727,0.08831
19,5246717,16.875174,0.058447
19,5269458,17.033253,0.158079
19,5375873,17.300602,0.267349
19,5389941,17.36471,0.064108
19,5399090,17.517043,0.152333
19,5431265,17.59273,0.075687
19,5435309,17.685239,0.092509
19,5470410,17.799751,0.114512
19,5479216,17.935509,0.135758
19,5573344,18.160181,0.224672
19,5747825,18.230404,0.070223
19,5756451,18.364562,0.134158
19,5775337,18.483553,0.118991
19,5808260,18.498329,0.014776
19,5816922,18.635283,0.136954
19,5851336,18.685529,0.050246
19,5858795,18.812874,0.127345
19,6000313,18.904471,0.091597
19,6007634,18.994962,0.090491
19,6196373,19.089258,0.094296
19,6205825,19.183813,0.094555
19,6306971,19.308519,0.124706
19,6324086,19.616195,0.307676
19,6472247,19.741466,0.125271
19,6510003,20.021699,0.280233
19,6560924,20.177333,0.155634
19,6579030,20.33694,0.159607
19,6610365,20.418502,0.081562
19,6615474,20.494212,0.07571
19,6682953,20.611372,0.11716
19,6687595,20.712331,0.100959
19,6742864,20.903778,0.191447
19,6750204,21.052616,0.148838
19,6795472,21.148366,0.09575
19,6815948,21.326253,0.177887
19,6833777,21.703432,0.377179
19,6887062,21.814669,0.111237
19,6897464,21.929415,0.114746
19,6967474,22.089097,0.159682
19,6972357,22.240548,0.151451
19,7130718,22.597973,0.357425
19,7136338,22.691893,0.09392
19,7150418,22.710793,0.0189
19,7163154,22.888638,0.177845
19,7247627,23.006086,0.117448
19,7251588,23.137651,0.131565
19,7302602,23.315189,0.177538
19,7328104,23.587094,0.271905
19,7406066,23.935197,0.348103
19,7558024,24.066613,0.131416
19,7634786,24.299497,0.232884
19,7638646,24.391093,0.091596
19,7727225,24.49142,0.100327
19,7752063,24.777872,0.286452
19,7762911,24.792247,0.014375
19,7764741,24.860352,0.068105
19,7815376,25.066022,0.20567
19,7827955,25.293771,0.227749
19,7857559,25.345597,0.051826
19,7861278,25.461441,0.115844
19,7978430,25.58825,0.126809
19,7991679,25.674084,0.085834
19,8103881,25.703076,0.028992
19,8111982,25.816285,0.113209
19,8148314,25.874757,0.058472
19,8151929,25.974583,0.099826
19,8196499,26.036886,0.062303
19,8206748,26.193011,0.156125
19,8253156,26.263951,0.07094
19,8367158,26.718671,0.45472
19,8407470,26.738126,0.019455
19,8417913,26.845555,0.107429
19,8619461,27.015963,0.170408
19,8627490,27.12552,0.109557
19,8660004,27.146907,0.021387
19,8684293,27.263255,0.116348
19,8760276,27.368979,0.105724
19,8776880,27.581079,0.2121
19,8847562,27.686914,0.105835
19,8899335,27.900968,0.214054
19,9005719,27.952692,0.051724
19,9020211,28.162777,0.210085
19,9105106,28.25848,0.095703
19,9107432,28.370196,0.111716
19,9128937,28.610051,0.239855
19,9222689,28.700627,0.090576
19,9225685,28.770721,0.070094
19,9362343,29.094323,0.323602
19,9377716,29.23919,0.144867
19,9700908,29.277858,0.038668
19,9723146,29.355794,0.077936
19,9940814,29.37818,0.022386
19,10027470,29.475242,0.097062
19,10038730,29.652904,0.177662
19,10108929,29.784655,0.131751
19,10146651,30.104562,0.319907
19,10190826,30.141046,0.036484
19,10218030,30.428797,0.287751
19,10329245,30.470949,0.042152
19,10416842,30.694156,0.223207
19,10625796,30.800097,0.105941
19,10640380,30.956092,0.155995
19,10738639,31.03944,0.083348
19,11146499,31.106291,0.066851
19,11276744,31.337873,0.231582
19,11284539,31.501943,0.16407
19,11430374,31.632603,0.13066
19,11433169,31.718298,0.085695
19,11516007,31.843281,0.124983
19,11536640,32.001422,0.158141
19,11676832,32.151099,0.149677
19,11689158,32.321254,0.170155
19,11848587,32.441954,0.1207
19,11851082,32.51946,0.077506
19,11993350,32.592898,0.073438
19,11996815,32.662917,0.070019
19,12480037,32.801865,0.138948
19,12495162,32.854464,0.052599
19,12501058,32.965616,0.111152
19,12626461,32.994846,0.02923
19,12661922,33.111872,0.117026
19,13062663,33.28367,0.171798
19,13081089,33.345622,0.061952
19,13212124,33.410321,0.064699
19,13221838,33.525736,0.115415
19,13274431,33.554096,0.02836
19,13280998,33.661278,0.107182
19,13325733,33.977593,0.316315
19,13455325,34.167962,0.190369
19,13474514,34.302574,0.134612
19,13521528,34.340797,0.038223
19,13526051,34.4122,0.071403
19,13574728,34.518843,0.106643
19,13581369,34.704584,0.185741
19,13616206,34.755811,0.051227
19,13629889,34.865167,0.109356
19,13674239,34.919251,0.054084
19,13680104,35.01796,0.098709
19,13710380,35.10301,0.08505
19,13728633,35.265737,0.162727
19,13859267,35.30179,0.036053
19,13879622,35.443377,0.141587
19,13899980,35.456587,0.01321
19,13912062,35.600755,0.144168
19,13975377,35.727564,0.126809
19,13988040,35.879783,0.152219
19,14337400,36.257117,0.377334
19,14360587,36.408555,0.151438
19,14478974,36.573545,0.16499
19,14510092,36.821735,0.24819
19,14547982,36.856326,0.034591
19,14553995,36.979735,0.123409
19,14656647,37.102821,0.123086
19,14664933,37.234642,0.131821
19,14715146,37.272852,0.03821
19,14752608,37.440063,0.167211
19,14879034,37.52689,0.086827
19,14898248,37.651303,0.124413
19,14926539,37.678761,0.027458
19,14932957,37.775851,0.09709
19,15010349,37.893461,0.11761
19,15014719,38.019014,0.125553
19,15099441,38.095084,0.07607
19,15104110,38.158982,0.063898
19,15183189,38.310242,0.15126
19,15198292,38.493011,0.182769
19,15229742,38.539624,0.046613
19,15233581,38.609165,0.069541
19,15326444,38.682077,0.072912
19,15337785,38.763642,0.081565
19,15549939,38.818732,0.05509
19,15569592,38.925439,0.106707
19,15647192,38.988481,0.063042
19,15649509,39.068437,0.079956
19,15678179,39.234482,0.166045
19,15781377,39.341666,0.107184
19,16076374,39.485323,0.143657
19,16082245,39.617703,0.13238
19,16174547,39.744491,0.126788
19,16184052,39.968133,0.223642
19,16205676,39.990633,0.0225
19,16223287,40.107383,0.11675
19,16250595,40.117078,0.009695
19,16259460,40.284989,0.167911
19,16373071,40.337693,0.052704
19,16376146,40.469806,0.132113
19,16439498,40.655066,0.18526
19,16449517,40.782663,0.127597
19,16746005,40.84443,0.061767
19,16815476,40.934205,0.089775
19,16850535,41.102877,0.168672
19,16856864,41.198161,0.095284
19,16996200,41.286358,0.088197
19,17020688,41.361938,0.07558
19,17026448,41.453999,0.092061
19,17050568,41.481636,0.027637
19,17054492,41.599457,0.117821
19,17083711,41.609617,0.01016
19,17087912,41.746517,0.1369
19,17119560,41.809389,0.062872
19,17152820,41.992851,0.183462
19,17226963,42.014952,0.022101
19,17232499,42.127633,0.112681
19,17456223,42.287885,0.160252
19,17477318,42.357852,0.069967
19,17487620,42.47285,0.114998
19,17541182,42.524376,0.051526
19,17547292,42.62109,0.096714
19,17629167,42.709411,0.088321
19,17643065,42.873095,0.163684
19,17700980,42.926798,0.053703
19,17752689,43.13388,0.207082
19,17782217,43.320892,0.187012
19,17786792,43.402797,0.081905
19,17826903,43.547692,0.144895
19,17894878,43.616606,0.068914
19,17902334,43.740056,0.12345
19,17932138,43.827632,0.087576
19,17954947,44.134836,0.307204
19,18007950,44.18435,0.049514
19,18063381,44.425506,0.241156
19,18126453,44.507046,0.08154
19,18215247,44.778946,0.2719
19,18408222,44.890565,0.111619
19,18411802,45.003472,0.112907
19,18502835,45.138159,0.134687
19,18517767,45.27801,0.139851
19,18631332,45.291734,0.013724
19,18674057,45.398833,0.107099
19,18895132,45.487361,0.088528
19,18934801,45.590786,0.103425
19,19042608,45.645084,0.054298
19,19077385,46.045916,0.400832
19,19098893,46.138069,0.092153
19,19250145,46.165816,0.027747
19,19262300,46.237513,0.071697
19,19358737,46.337588,0.100075
19,19848717,46.43231,0.094722
19,19876112,46.534382,0.102072
19,19879126,46.603408,0.069026
19,20218226,46.706765,0.103357
19,20230264,46.796526,0.089761
19,20470564,46.841443,0.044917
19,20489861,47.031759,0.190316
19,20606011,47.077461,0.045702
19,20632774,47.22264,0.145179
19,20649021,47.444091,0.221451
19,20898432,47.560828,0.116737
19,20905979,47.652872,0.092044
19,21821537,47.899579,0.246707
19,21891943,48.027035,0.127456
19,22040429,48.074618,0.047583
19,22046814,48.181776,0.107158
19,22659300,48.35576,0.173984
19,22671333,48.438147,0.082387
19,22729500,48.481644,0.043497
19,22735847,48.669149,0.187505
19,22793164,48.708689,0.03954
19,22811539,48.806153,0.097464
19,23458931,48.957138,0.150985
19,23468510,49.137183,0.180045
19,24505637,49.279336,0.142153
19,28225988,49.296256,0.01692
19,28556284,49.446822,0.150566
19,28559501,49.535889,0.089067
19,28916460,49.76379,0.227901
19,28930133,49.859215,0.095425
19,29317148,50.016453,0.157238
19,29389215,50.142916,0.126463
19,29390873,50.213132,0.070216
19,29788971,50.525144,0.312012
19,29793077,50.686727,0.161583
19,29868188,50.701977,0.01525
19,30027123,50.895109,0.193132
19,30112357,51.112159,0.21705
19,30115289,51.219388,0.107229
19,30149673,51.248446,0.029058
19,30153016,51.328148,0.079702
19,30376718,51.528269,0.200121
19,30378841,51.658044,0.129775
19,30593591,51.800751,0.142707
19,30603533,51.970277,0.169526
19,30726034,52.125557,0.15528
19,30730695,52.223472,0.097915
19,30898600,52.411475,0.188003
19,30905494,52.502158,0.090683
19,30971238,52.632906,0.130748
19,30972962,52.723566,0.09066
19,31051406,52.758214,0.034648
19,31084781,52.856489,0.098275
19,31090726,53.001334,0.144845
19,31137357,53.035905,0.034571
19,31156723,53.152424,0.116519
19,31232672,53.201868,0.049444
19,31234808,53.324269,0.122401
19,31383225,53.434792,0.110523
19,31386352,53.597865,0.163073
19,31609586,53.696756,0.098891
19,31637134,53.833916,0.13716
19,31762904,53.876739,0.042823
19,31769763,53.98876,0.112021
19,31824834,54.101012,0.112252
19,31963015,54.14629,0.045278
19,31968995,54.229487,0.083197
19,32022070,54.252979,0.023492
19,32027330,54.318637,0.065658
19,32141183,54.359946,0.041309
19,32168551,54.546237,0.186291
19,32429817,54.633276,0.087039
19,32443304,54.821875,0.188599
19,32572648,54.916204,0.094329
19,32575122,55.115852,0.199648
19,32744503,55.258979,0.143127
19,32748791,55.3269,0.067921
19,32996606,55.423955,0.097055
19,33000776,55.541241,0.117286
19,33028014,55.636659,0.095418
19,33033222,55.735453,0.098794
19,33182320,55.869068,0.133615
19,33467357,55.936047,0.066979
19,33630693,56.062534,0.126487
19,33706293,56.233058,0.170524
19,33709531,56.326086,0.093028
19,33775868,56.59843,0.272344
19,33784492,56.790676,0.192246
19,34024710,56.945336,0.15466
19,34026334,57.013794,0.068458
19,34067518,57.104415,0.090621
19,34069166,57.216189,0.111774
19,34133709,57.296771,0.080582
19,34144041,57.482586,0.185815
19,34178915,57.524018,0.041432
19,34182643,57.674002,0.149984
19,34203827,57.706684,0.032682
19,34206735,57.786065,0.079381
19,34260989,57.887762,0.101697
19,34271079,58.010709,0.122947
19,34429795,58.23916,0.228451
19,34436997,58.371086,0.131926
19,34452165,58.487523,0.116437
19,34626932,58.636548,0.149025
19,34636572,58.818355,0.181807
19,34985466,58.878267,0.059912
19,34991590,58.97661,0.098343
19,35024183,59.141293,0.164683
19,35091815,59.232927,0.091634
19,35275468,59.272976,0.040049
19,35329265,59.351595,0.078619
19,35337059,59.500067,0.148472
19,35451330,59.545969,0.045902
19,35524546,59.657968,0.111999
19,35540994,59.80954,0.151572
19,35567744,59.834966,0.025426
19,35597729,60.092755,0.257789
19,35635231,60.131683,0.038928
19,35645469,60.268537,0.136854
19,35649194,60.390711,0.122174
19,35695217,60.45418,0.063469
19,35697118,60.600649,0.146469
19,35831649,60.742771,0.142122
19,35856925,60.920985,0.178214
19,35896467,60.968764,0.047779
19,35898859,61.044015,0.075251
19,35921266,61.057998,0.013983
19,35943769,61.173332,0.115334
19,36046957,61.313083,0.139751
19,36048943,61.360547,0.047464
19,36078082,61.429856,0.069309
19,36079936,61.557668,0.127812
19,36282543,61.627062,0.069394
19,36324324,61.74733,0.120268
19,36334419,61.881515,0.134185
19,36467732,62.109948,0.228433
19,36471836,62.172818,0.06287
19,36637393,62.256823,0.084005
19,36659354,62.382142,0.125319
19,37402468,62.569853,0.187711
19,38474127,62.662937,0.093084
19,38476173,62.80544,0.142503
19,38708970,62.909343,0.103903
19,38728214,63.018378,0.109035
19,38896295,63.088739,0.070361
19,38989946,63.28792,0.199181
19,39369369,63.467924,0.180004
19,39377910,63.571424,0.1035
19,39465161,63.657333,0.085909
19,39471471,63.725735,0.068402
19,39546960,63.758952,0.033217
19,39551941,63.834525,0.075573
19,39719263,63.954626,0.120101
19,39759282,64.096898,0.142272
19,39761790,64.174691,0.077793
19,39786019,64.179468,0.004777
19,39789115,64.23762,0.058152
19,39901611,64.331959,0.094339
19,39913634,64.503569,0.17161
19,40170053,64.654371,0.150802
19,40172924,64.752338,0.097967
19,40257229,64.775316,0.022978
19,40276323,64.913491,0.138175
19,40351487,64.984893,0.071402
19,40363020,65.064644,0.079751
19,40408821,65.072996,0.008352
19,40440064,65.278772,0.205776
19,40689580,65.365928,0.087156
19,40701181,65.448239,0.082311
19,40969203,65.553893,0.105654
19,41002976,65.90987,0.355977
19,41078220,65.95974,0.04987
19,41094838,66.052352,0.092612
19,41131675,66.06438,0.012028
19,41156940,66.174083,0.109703
19,41324684,66.250213,0.07613
19,41333284,66.310113,0.0599
19,41444444,66.378481,0.068368
19,41448604,66.429832,0.051351
19,41537868,66.478967,0.049135
19,41548090,66.571969,0.093002
19,41641094,66.623346,0.051377
19,41661971,66.791299,0.167953
19,41680424,66.797703,0.006404
19,41701528,67.018542,0.220839
19,41727197,67.077115,0.058573
19,41733145,67.157958,0.080843
19,41843461,67.196502,0.038544
19,41851509,67.360373,0.163871
19,41947625,67.395631,0.035258
19,41948683,67.439685,0.044054
19,42130978,67.588855,0.14917
19,42132314,67.632209,0.043354
19,42263480,67.701597,0.069388
19,42264649,67.745023,0.043426
19,42861852,67.899896,0.154873
19,42940303,68.124107,0.224211
19,43200982,68.172498,0.048391
19,43202770,68.225431,0.052933
19,43287462,68.233771,0.00834
19,43305444,68.341654,0.107883
19,43824879,68.492634,0.15098
19,43858317,68.556747,0.064113
19,43866823,68.66242,0.105673
19,43954915,68.769277,0.106857
19,43960114,68.936851,0.167574
19,44153207,69.011617,0.074766
19,44161081,69.104074,0.092457
19,44170586,69.344462,0.240388
19,44273516,69.513003,0.168541
19,44286513,69.6883,0.175297
19,44642053,69.902798,0.214498
19,44880360,69.968495,0.065697
19,44889660,70.0605,0.092005
19,45037368,70.212181,0.151681
19,45043897,70.34587,0.133689
19,45191186,70.602139,0.256269
19,45205877,70.82367,0.221531
19,45254168,70.929057,0.105387
19,45361224,71.392941,0.463884
19,45427353,71.493471,0.10053
19,45449284,71.662987,0.169516
19,45523369,71.720871,0.057884
19,45528799,71.809219,0.088348
19,45570051,71.818732,0.009513
19,45585706,71.940722,0.12199
19,45683448,71.986851,0.046129
19,45729275,72.181709,0.194858
19,45737218,72.324249,0.14254
19,46221726,72.981239,0.65699
19,46376217,73.015485,0.034246
19,46507578,73.290186,0.274701
19,46509579,73.387823,0.097637
19,46581154,73.512195,0.124372
19,46752369,73.589902,0.077707
19,46775474,73.900221,0.310319
19,46849806,74.073332,0.173111
19,46907067,74.105604,0.032272
19,46914547,74.199739,0.094135
19,47041963,74.374293,0.174554
19,47051644,74.463273,0.08898
19,47143368,74.571145,0.107872
19,47158955,74.759876,0.188731
19,47285589,74.845804,0.085928
19,47328546,74.950796,0.104992
19,47339453,75.110556,0.15976
19,47357875,75.243569,0.133013
19,47518884,75.277643,0.034074
19,47543774,75.633888,0.356245
19,47569003,75.756185,0.122297
19,47748612,75.819792,0.063607
19,47758928,75.903657,0.083865
19,47841947,76.004294,0.100637
19,47852979,76.107765,0.103471
19,47921180,76.171375,0.06361
19,47924128,76.255458,0.084083
19,47959536,76.284748,0.02929
19,47969980,76.42494,0.140192
19,48206092,76.52044,0.0955
19,48211093,76.612972,0.092532
19,48292018,76.723704,0.110732
19,48328739,76.946462,0.222758
19,48395906,77.063538,0.117076
19,48465328,77.06974,0.006202
19,48468770,77.13678,0.06704
19,48508641,77.232221,0.095441
19,48511854,77.411882,0.179661
19,48568103,77.599886,0.188004
19,48572725,77.759158,0.159272
19,48604302,77.869291,0.110133
19,48688368,77.906518,0.037227
19,48702219,78.052474,0.145956
19,49039887,78.3932,0.340726
19,49090809,78.62415,0.23095
19,49096065,78.748855,0.124705
19,49259529,78.881399,0.132544
19,49284929,79.080973,0.199574
19,49410191,79.246025,0.165052
19,49417658,79.392181,0.146156
19,49438363,79.530407,0.138226
19,49496494,79.698814,0.168407
19,49554132,79.742687,0.043873
19,49559329,79.840102,0.097415
19,49704429,80.028867,0.188765
19,49718548,80.161956,0.133089
19,49738014,80.223358,0.061402
19,49922996,80.276964,0.053606
19,49943778,80.546563,0.269599
19,50134720,80.667508,0.120945
19,50230327,80.819731,0.152223
19,50271502,81.147466,0.327735
19,50398939,81.209238,0.061772
19,50406508,81.289076,0.079838
19,50444061,81.315032,0.025956
19,50455351,81.436188,0.121156
19,50652095,81.493744,0.057556
19,50693096,81.684864,0.19112
19,50775608,81.897682,0.212818
19,50784511,82.024063,0.126381
19,50830356,82.19513,0.171067
19,50922370,82.239728,0.044598
19,50931964,82.329462,0.089734
19,51037075,82.396344,0.066882
19,51061916,82.503217,0.106873
19,51068215,82.594312,0.091095
19,51103383,82.67417,0.079858
19,51109793,82.804048,0.129878
19,51148772,82.888182,0.084134
19,51156231,82.98447,0.096288
19,51186595,83.106493,0.122023
19,51217550,83.341633,0.23514
19,51242514,83.372363,0.03073
19,51258553,83.576938,0.204575
19,51275915,83.668145,0.091207
19,51280756,83.779458,0.111313
19,51332670,83.825003,0.045545
19,51334890,83.935467,0.110464
